timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-24 06:38:23+00:00,163,series/20260824_093823/20260824_093823.jpg,VALID,2026-08-24T06:38:25.363Z,2.363,1,27.5,27.75,24,26.2,26.9,22.4,58.66,1003.3,11535,S08-A
2026-08-24 06:38:53+00:00,160,series/20260824_093823/20260824_093853.jpg,VALID,2026-08-24T06:38:55.371Z,2.371,1,27.5,27.75,23.75,25.7,26.2,22.22,59.08,1003.3,11565,S08-A
2026-08-24 06:39:23+00:00,159,series/20260824_093823/20260824_093923.jpg,VALID,2026-08-24T06:39:25.377Z,2.377,1,27.5,27.75,23.75,25.4,26.1,22.12,59.76,1003.3,11595,S08-A
2026-08-24 06:39:53+00:00,160,series/20260824_093823/20260824_093953.jpg,VALID,2026-08-24T06:39:55.388Z,2.388,1,27.75,27.75,23.75,25.4,25.9,22.21,60.1,1003.4,11625,S08-A
2026-08-24 06:40:23+00:00,155,series/20260824_093823/20260824_094023.jpg,VALID,2026-08-24T06:40:25.397Z,2.397,1,27.75,28,23.5,24.8,25.3,22.04,59.81,1003.4,11655,S08-A
2026-08-24 06:40:53+00:00,149,series/20260824_093823/20260824_094053.jpg,VALID,2026-08-24T06:40:55.407Z,2.407,1,27.75,28,23.5,23.6,24.4,21.91,60.38,1003.4,11685,S08-A
2026-08-24 06:41:23+00:00,145,series/20260824_093823/20260824_094123.jpg,VALID,2026-08-24T06:41:25.424Z,2.424,1,27.75,28,23.25,23,23.6,21.92,61.19,1003.3,11715,S08-A
2026-08-24 06:41:53+00:00,142,series/20260824_093823/20260824_094153.jpg,VALID,2026-08-24T06:41:55.433Z,2.433,1,27.5,27.75,23,22.5,23.2,21.66,60.77,1003.4,11745,S08-A
2026-08-24 06:42:23+00:00,143,series/20260824_093823/20260824_094223.jpg,VALID,2026-08-24T06:42:25.443Z,2.443,1,27.5,27.75,23,22.6,23.2,21.7,60.85,1003.4,11775,S08-A
2026-08-24 06:42:53+00:00,148,series/20260824_093823/20260824_094253.jpg,VALID,2026-08-24T06:42:55.455Z,2.455,1,27.5,27.5,22.5,23.3,24.1,21.55,61.34,1003.4,11805,S08-A
2026-08-24 06:43:23+00:00,160,series/20260824_093823/20260824_094323.jpg,VALID,2026-08-24T06:43:25.467Z,2.467,1,27.25,27.25,22.5,25.5,26.1,21.58,61.11,1003.4,11835,S08-A
2026-08-24 06:43:53+00:00,145,series/20260824_093823/20260824_094353.jpg,VALID,2026-08-24T06:43:55.482Z,2.482,1,27.25,27.25,22.5,22.9,23.9,21.51,60.64,1003.4,11865,S08-A
